"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Shelter_ID","Corner","On_Street","Cross_Stre","Longitude","Latitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac"
"POINT (-74.11641 40.628855)","5","Staten Island","501","49","61","24","11","SI0037","SW","FOREST AV","BROADWAY & ELIZABETH ST","-74.11641","40.628855","West New Brighton-Silver Lake-Grymes Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.88237 40.767267)","4","Queens","403","22","35","13","14","QN04721","SE","23 AV","87 ST","-73.88237","40.767267","East Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.717379 40.744288)","4","Queens","413","23","26","11","3","QN04722","NW","UNION TURNPIKE","LITTLE NECK PKWY","-73.717379","40.744288","Glen Oaks-Floral Park-New Hyde Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.717419 40.744265)","4","Queens","413","23","26","11","3","QN04723","NW","UNION TURNPIKE","LITTLE NECK PKWY","-73.717419","40.744265","Glen Oaks-Floral Park-New Hyde Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.825832 40.689825)","4","Queens","409","29","24","15","5","QN04724","SE","LEFFERTS BLVD","101 AV","-73.825832","40.689825","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89077 40.701174)","4","Queens","405","30","38","12","7","QN04725","NW","MYRTLE AV","65 ST","-73.89077","40.701174","Glendale","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.876248 40.702373)","4","Queens","405","32","38","15","7","QN04726","NW","MYRTLE AV","73 ST","-73.876248","40.702373","Glendale","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.844412 40.709494)","4","Queens","406","29","28","15","6","QN04727","NW","METROPOLITAN AV","75 AV","-73.844412","40.709494","Forest Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.880269 40.735729)","4","Queens","404","30","30","12","6","QN04728","SE","GRAND AV","VAN HORN ST","-73.880269","40.735729","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.802722 40.707373)","4","Queens","412","27","32","14","5","QN04729","SW","PARSONS BLVD","HILLSIDE AV","-73.802722","40.707373","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.895701 40.704213)","4","Queens","405","30","37","12","7","QN04730","NE","FRESH POND RD","CATALPA AV","-73.895701","40.704213","Ridgewood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.785775 40.688749)","4","Queens","412","28","32","10","5","QN04731","SW","GUY BREWER BLVD","LINDEN BLVD","-73.785775","40.688749","Baisley Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.838993 40.776084)","4","Queens","407","19","27","11","14","QN04732","SW","ULMER ST","25 AV","-73.838993","40.776084","College Point","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.825563 40.712234)","4","Queens","409","29","27","14","5","QN04733","NW","QUEENS BLVD","HOOVER AV","-73.825563","40.712234","Kew Gardens","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.854106 40.72169)","4","Queens","406","29","28","15","6","QN04734","NE","YELLOWSTONE BLVD","CLYDE ST","-73.854106","40.72169","Forest Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.808659 40.701874)","4","Queens","412","27","32","14","5","QN04735","NW","JAMAICA AV","146 ST","-73.808659","40.701874","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.835725 40.78177)","4","Queens","407","19","27","11","14","QN04736","NE","20 AV","132 ST","-73.835725","40.78177","College Point","AE",,"2"
"POINT (-73.757267 40.679666)","4","Queens","412","27","29","14","5","QN04737","NE","MERRICK BLVD","MONTAUK ST","-73.757267","40.679666","St. Albans","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.759865 40.720964)","4","Queens","408","23","24","11","5","QN04739","NW","HILLSIDE AV","FRANCIS LEWIS BLVD","-73.759865","40.720964","Jamaica Estates-Holliswood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.917463 40.771101)","4","Queens","401","22","36","59","14","QN04742","NW","HOYT AV NORTH","31 ST","-73.917463","40.771101","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.79178 40.704701)","4","Queens","412","27","29","14","5","QN04745","SW","ARCHER AV","168 ST","-73.79178","40.704701","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.896883 40.754459)","4","Queens","403","25","30","13","6","QN04746","NW","NORTHERN BLVD","70 ST","-73.896883","40.754459","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.818974 40.711163)","4","Queens","408","24","25","14","6","QN04747","SW","MAIN ST","139 ST","-73.818974","40.711163","Jamaica Hills-Briarwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.918711 40.778796)","4","Queens","401","22","36","59","14","QN04748","SE","21 ST","23 AV","-73.918711","40.778796","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.832433 40.781529)","4","Queens","407","19","27","11","14","QN04749","SE","20 AV","132 ST (PETRACCA PL)","-73.832433","40.781529","College Point","AE",,"2"
"POINT (-73.929561 40.737613)","4","Queens","402","26","37","12","7","QN04750","SE","GREENPOINT AV","HUNTERS PT AV","-73.929561","40.737613","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.918531 40.779184)","4","Queens","401","22","36","59","14","QN04751","NW","21 ST","22 DR","-73.918531","40.779184","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.931329 40.740759)","4","Queens","402","26","37","12","7","QN04752","NE","48 AV","34 ST","-73.931329","40.740759","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.900049 40.731256)","4","Queens","405","30","30","12","6","QN04753","SE","65 PL","53 AV","-73.900049","40.731256","Maspeth","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.745104 40.730348)","4","Queens","413","23","24","11","3","QN04755","NE","SPRINGFIELD BLVD","HILLSIDE AV","-73.745104","40.730348","Queens Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.83792 40.698581)","4","Queens","409","29","24","15","5","QN04756","SE","111 ST","86 AV","-73.83792","40.698581","Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89234 40.758644)","4","Queens","403","25","34","13","14","QN04757","NE","31 AV","75 ST","-73.89234","40.758644","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.832589 40.781771)","4","Queens","407","19","27","11","14","QN04759","NE","20 AV","TARGET ENT ( 132 ST)","-73.832589","40.781771","College Point","AE",,"2"
"POINT (-73.76997 40.683745)","4","Queens","412","28","29","10","5","QN04760","NW","MERRICK BLVD","BAISLEY BLVD","-73.76997","40.683745","Baisley Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.834869 40.781533)","4","Queens","407","19","27","11","14","QN04761","SE","20 AV","132 ST (OPP Shop Rite ENT)","-73.834869","40.781533","College Point","AE",,"2"
"POINT (-73.852837 40.783896)","4","Queens","407","19","27","11","14","QN04762","SE","15 AV","114 ST","-73.852837","40.783896","College Point","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.75992 40.720677)","4","Queens","412","23","33","11","5","QN04763","SE","HILLSIDE AV","205 ST","-73.75992","40.720677","Hollis","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.862672 40.737666)","4","Queens","404","21","35","13","6","QN04765","NW","57 AV","98 ST","-73.862672","40.737666","Corona","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.837245 40.742398)","4","Queens","408","24","27","16","6","QN04766","SW","HORACE HARDING EXPWY","COLLEGE PT BLVD","-73.837245","40.742398","Flushing Meadows-Corona Park","AE",,"1"
"POINT (-73.76882 40.760206)","4","Queens","411","19","25","16","6","QN04768","SE","NORTHERN BLVD","BELL BLVD","-73.76882","40.760206","Bayside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.818929 40.709924)","4","Queens","408","24","25","14","5","QN04769","SE","MAIN ST","MANTON ST","-73.818929","40.709924","Jamaica Hills-Briarwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.781603 40.781889)","4","Queens","407","19","26","11","3","QN04770","SE","211 ST","18 AV","-73.781603","40.781889","Bay Terrace-Clearview","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.906387 40.772689)","4","Queens","401","22","34","12","14","QN04773","SW","STEINWAY ST","DITMARS BLVD","-73.906387","40.772689","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.740973 40.732309)","4","Queens","413","23","24","11","3","QN04776","NW","HILLSIDE AV","229 ST","-73.740973","40.732309","Bellerose","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.720865 40.751769)","4","Queens","413","23","26","11","3","QN04777","SE","LITTLE NECK PKWY","260 ST","-73.720865","40.751769","Glen Oaks-Floral Park-New Hyde Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.829739 40.713588)","4","Queens","409","29","28","14","5","QN04779","SE","QUEENS BLVD","80 RD","-73.829739","40.713588","Kew Gardens","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.87357 40.76829)","4","Queens","403","21","35","13","14","QN04780","SW","23 AV","97 ST","-73.87357","40.76829","East Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.801905 40.77121)","4","Queens","407","19","40","11","3","QN04781","NW","29 AV","163 ST","-73.801905","40.77121","Murray Hill-Broadway Flushing","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.821781 40.752897)","4","Queens","407","20","25","16","6","QN04783","SW","KISSENA BLVD","ELDER AV","-73.821781","40.752897","East Flushing","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.916519 40.743162)","4","Queens","402","26","37","12","7","QN04784","NE","QUEENS BLVD","48 ST","-73.916519","40.743162","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.7959 40.673757)","4","Queens","412","28","32","10","5","QN04785","SW","ROCKAWAY BLVD","143 ST","-73.7959","40.673757","Baisley Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.795791 40.673534)","4","Queens","412","28","32","10","5","QN04786","SW","143 ST","ROCKAWAY BLVD","-73.795791","40.673534","Baisley Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.816221 40.701112)","4","Queens","409","29","24","15","5","QN04787","SW","VAN WYCK EXPWY SRV RD","89 AV","-73.816221","40.701112","Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.871062 40.733132)","4","Queens","404","30","30","12","6","QN04788","SW","HOFFMAN DR","WOODHAVEN BLVD","-73.871062","40.733132","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.789741 40.757949)","4","Queens","411","19","26","16","6","QN04789","NW","NORTHERN BLVD","192 ST","-73.789741","40.757949","Auburndale","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.795335 40.73815)","4","Queens","408","24","25","16","6","QN0479","SW","HORACE HARDING EXPWY","64 AV","-73.795335","40.73815","Fresh Meadows-Utopia","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.751221 40.707005)","4","Queens","412","27","33","14","5","QN04790","SW","FRANCIS LEWIS BLVD","HOLLIS AV","-73.751221","40.707005","Hollis","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.878321 40.758081)","4","Queens","403","25","34","13","14","QN04791","SW","90 ST","32 AV","-73.878321","40.758081","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.7961 40.673995)","4","Queens","412","28","32","10","5","QN04792","NW","ROCKAWAY BLVD","143 ST","-73.7961","40.673995","Baisley Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.831814 40.692842)","4","Queens","409","29","24","15","5","QN04793","SE","ATLANTIC AV","114 ST","-73.831814","40.692842","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.916871 40.743326)","4","Queens","402","26","37","12","7","QN04794","NW","48 ST","QUEENS BLVD","-73.916871","40.743326","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.828982 40.70029)","4","Queens","409","29","24","15","5","QN04795","SW","JAMAICA AV","121 ST","-73.828982","40.70029","Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.864916 40.719979)","4","Queens","406","30","28","15","6","QN04796","SE","WOODHAVEN BLVD","65 RD","-73.864916","40.719979","Rego Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.732473 40.760808)","4","Queens","411","19","26","11","3","QN04797","NW","HORACE HARDING EXPWY","MARATHON PKWY","-73.732473","40.760808","Douglaston-Little Neck","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.823452 40.695021)","4","Queens","409","29","24","15","5","QN04798","SE","ATLANTIC AV","124 ST","-73.823452","40.695021","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.739022 40.711274)","4","Queens","413","27","33","14","5","QN04799","NE","HOLLIS AV","217 LANE","-73.739022","40.711274","Queens Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.854293 40.732905)","4","Queens","406","24","35","15","6","QN04800","SW","63 RD","102 ST","-73.854293","40.732905","Forest Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.933732 40.743199)","4","Queens","402","26","37","12","7","QN04801","NE","VAN DAM ST","47 AV","-73.933732","40.743199","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.804678 40.724691)","4","Queens","408","24","25","16","6","QN04802","NE","164 ST","77 AV","-73.804678","40.724691","Pomonok-Electchester-Hillcrest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.748898 40.715359)","4","Queens","413","23","33","11","5","QN04803","NW","JAMAICA AV","HOLLIS CT BLVD","-73.748898","40.715359","Queens Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.935662 40.744886)","4","Queens","402","26","37","12","7","QN04804","SE","THOMPSON AV","31 PL","-73.935662","40.744886","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.804397 40.738759)","4","Queens","407","20","25","16","6","QN04807","NE","HORACE HARDING EXPWY","164 ST","-73.804397","40.738759","Queensboro Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.919249 40.759179)","4","Queens","401","22","36","12","14","QN04815","NW","BROADWAY","STEINWAY ST","-73.919249","40.759179","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.759576 40.720831)","4","Queens","412","23","33","11","5","QN04818","SW","HILLSIDE AV","FRANCIS LEWIS BLVD","-73.759576","40.720831","Hollis","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.819201 40.688246)","4","Queens","410","29","24","15","5","QN04821","NE","LIBERTY AV","125 ST","-73.819201","40.688246","South Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.747203 40.708999)","4","Queens","413","27","33","14","5","QN04823","NW","HOLLIS AV","211 ST","-73.747203","40.708999","Queens Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.932673 40.77292)","4","Queens","401","22","36","59","14","QN04824","NW","8 ST","ASTORIA BLVD","-73.932673","40.77292","Old Astoria-Hallets Point","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.799715 40.759632)","4","Queens","407","19","26","16","6","QN04840","NW","NORTHERN BLVD","167 ST","-73.799715","40.759632","Murray Hill-Broadway Flushing","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.814783 40.760379)","4","Queens","407","20","40","16","6","QN04845","SE","SANFORD AV","149 ST","-73.814783","40.760379","East Flushing","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.824257 40.690527)","4","Queens","409","29","24","15","5","QN04847","NW","101 AV","121 ST","-73.824257","40.690527","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.796254 40.709689)","4","Queens","408","24","29","11","5","QN04848","NE","HILLSIDE AV","166 ST","-73.796254","40.709689","Jamaica Hills-Briarwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.800474 40.674387)","4","Queens","412","28","32","10","5","QN04849","NE","ROCKAWAY BLVD","140 ST","-73.800474","40.674387","Baisley Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.804935 40.736526)","4","Queens","408","24","27","16","6","QN0485","SW","164 ST","65 AV","-73.804935","40.736526","Pomonok-Electchester-Hillcrest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.833794 40.747803)","4","Queens","407","20","25","16","6","QN04850","SW","COLLEGE PT BLVD","VAN WYCK EXPWY","-73.833794","40.747803","Flushing Meadows-Corona Park","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.740259 40.703678)","4","Queens","413","27","33","14","5","QN04851","NE","SPRINGFIELD BLVD","MURDOCK AV","-73.740259","40.703678","Queens Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.921311 40.716951)","4","Queens","405","30","37","12","7","QN04854","NE","GRAND AV","47 ST","-73.921311","40.716951","Maspeth","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.730233 40.680119)","4","Queens","413","31","29","14","5","QN04855","SE","237 ST","129 AV","-73.730233","40.680119","Laurelton","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.824901 40.737169)","4","Queens","408","24","27","16","6","QN04856","NE","MAIN ST","CUNY LAW SCHOOL","-73.824901","40.737169","Kew Gardens Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.791952 40.725947)","4","Queens","408","24","25","16","6","QN0486","NW","UTOPIA PKWY","UNION TURNPIKE","-73.791952","40.725947","Pomonok-Electchester-Hillcrest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.885389 40.75527)","4","Queens","403","25","34","13","14","QN04861","SW","82 ST","NORTHERN BLVD","-73.885389","40.75527","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9375 40.73517)","4","Queens","402","26","37","12","7","QN04864","NW","VAN DAM ST","REVIEW AV","-73.9375","40.73517","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.844163 40.72258)","4","Queens","406","29","28","14","6","QN04868","NE","108 ST","70 RD","-73.844163","40.72258","Forest Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.819745 40.709774)","4","Queens","408","24","25","14","6","QN04870","NW","QUEENS BLVD","MAIN ST","-73.819745","40.709774","Jamaica Hills-Briarwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.788629 40.699766)","4","Queens","412","27","32","14","5","QN04873","SW","MERRICK BLVD","107 AV","-73.788629","40.699766","South Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.788096 40.699633)","4","Queens","412","27","29","14","5","QN04874","NE","MERRICK BLVD","107 AV","-73.788096","40.699633","South Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.944831 40.74159)","4","Queens","402","26","37","59","7","QN04875","SW","49 AV","25 ST","-73.944831","40.74159","Long Island City-Hunters Point","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.827211 40.760949)","4","Queens","407","20","40","16","6","QN04877","SW","39 AV","UNION ST","-73.827211","40.760949","Flushing-Willets Point","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.827784 40.760819)","4","Queens","407","20","40","16","6","QN04879","SW","39 AV","UNION ST","-73.827784","40.760819","Flushing-Willets Point","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.801672 40.759993)","4","Queens","407","20","40","16","3","QN04888","NW","SANFORD AV","165 ST","-73.801672","40.759993","Murray Hill-Broadway Flushing","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.848892 40.661429)","4","Queens","410","32","23","19","5","QN04889","NE","157 AV","84 ST","-73.848892","40.661429","Howard Beach-Lindenwood","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.914748 40.764051)","4","Queens","401","22","36","12","14","QN04890","NW","STEINWAY ST","30 AV","-73.914748","40.764051","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.7731 40.767862)","4","Queens","411","19","26","16","3","QN04892","NE","BELL BLVD","36 AV","-73.7731","40.767862","Bayside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.825648 40.742895)","4","Queens","407","20","25","16","6","QN04897","NW","MAIN ST","HORACE HARDING EXPWY","-73.825648","40.742895","Queensboro Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90807 40.720463)","4","Queens","405","30","37","12","6","QN04899","SE","GRAND AV","59 ST","-73.90807","40.720463","Maspeth","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.793849 40.724969)","4","Queens","408","24","25","16","5","QN0490","SE","UNION TURNPIKE","175 ST","-73.793849","40.724969","Pomonok-Electchester-Hillcrest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.758673 40.761847)","4","Queens","411","19","26","16","6","QN04900","SW","NORTHERN BLVD","223 ST","-73.758673","40.761847","Bayside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.843057 40.672776)","4","Queens","410","32","23","15","5","QN04901","NE","CROSS BAY BLVD","PITKIN AV","-73.843057","40.672776","Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.828912 40.714555)","4","Queens","409","29","27","14","5","QN04904","SE","UNION TURNPIKE","QUEENS BLVD","-73.828912","40.714555","Kew Gardens","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.727464 40.690497)","4","Queens","413","27","33","14","5","QN04905","NE","235 ST","LINDEN BLVD","-73.727464","40.690497","Cambria Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.736691 40.738035)","4","Queens","413","23","26","11","3","QN04906","NW","UNION TURNPIKE","235 ST","-73.736691","40.738035","Bellerose","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.757881 40.740879)","4","Queens","411","23","24","11","6","QN04908","SE","73 AV","BELL BLVD","-73.757881","40.740879","Oakland Gardens-Hollis Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.815098 40.765565)","4","Queens","407","20","40","16","6","QN04909","NE","150 ST","NORTHERN BLVD","-73.815098","40.765565","Murray Hill-Broadway Flushing","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.777939 40.73021)","4","Queens","408","23","25","16","6","QN0491","NW","UNION TURNPIKE","193 ST","-73.777939","40.73021","Fresh Meadows-Utopia","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.864812 40.731288)","4","Queens","406","24","39","12","6","QN04910","NW","QUEENS BLVD","62 DR","-73.864812","40.731288","Rego Park","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.849852 40.724061)","4","Queens","406","29","28","15","6","QN04913","SE","QUEENS BLVD","68 DR","-73.849852","40.724061","Forest Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.75702 40.749835)","4","Queens","411","23","25","16","6","QN04918","NE","SPRINGFIELD BLVD","HORACE HARDING EXPWY","-73.75702","40.749835","Bayside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.757212 40.749742)","4","Queens","411","23","25","16","6","QN04919","NW","SPRINGFIELD BLVD","HORACE HARDING EXPWY","-73.757212","40.749742","Bayside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.773394 40.685825)","4","Queens","412","28","32","10","5","QN04940","NW","MERRICK BLVD","119 AV","-73.773394","40.685825","Baisley Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.803214 40.781593)","4","Queens","407","19","27","11","3","QN04941","NE","FRANCIS LEWIS BLVD","160 ST","-73.803214","40.781593","Whitestone-Beechhurst","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.871013 40.702806)","4","Queens","405","32","38","15","7","QN04942","NW","MYRTLE AV","79 ST","-73.871013","40.702806","Glendale","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.932189 40.759769)","4","Queens","401","22","36","59","7","QN04943","SW","35 AV","CRESCENT ST","-73.932189","40.759769","Queensbridge-Ravenswood-Dutch Kills","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.933202 40.760433)","4","Queens","401","26","36","59","7","QN04944","NW","35 AV","24 ST","-73.933202","40.760433","Queensbridge-Ravenswood-Dutch Kills","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.943323 40.746611)","4","Queens","402","26","37","59","7","QN04946","SW","JACKSON AV","THOMPSON AV","-73.943323","40.746611","Long Island City-Hunters Point","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.734096 40.665715)","4","Queens","413","31","29","10","5","QN04948","NE","SUNRISE HWY","Viaduct (Francis Lewis Blvd)","-73.734096","40.665715","Rosedale","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.740051 40.659545)","4","Queens","413","31","31","10","5","QN04949","SW","243 ST","145 AV","-73.740051","40.659545","Rosedale","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.845645 40.772903)","4","Queens","407","19","27","11","14","QN04950","NW","COLLEGE PT BLVD","123 ST","-73.845645","40.772903","College Point","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.74112 40.731682)","4","Queens","413","23","24","11","3","QN04951","SE","HILLSIDE AV","88 AV","-73.74112","40.731682","Bellerose","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.926599 40.74383)","4","Queens","402","26","37","12","7","QN04952","SE","QUEENS BLVD","38 ST","-73.926599","40.74383","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.805081 40.753714)","4","Queens","407","20","40","16","6","QN04953","SW","46 AV","162 ST","-73.805081","40.753714","East Flushing","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.82204 40.782104)","4","Queens","407","19","27","11","3","QN04954","NW","PARSONS BLVD","20 AV","-73.82204","40.782104","Whitestone-Beechhurst","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.739747 40.73737)","4","Queens","413","23","26","11","3","QN04955","NE","UNION TURNPIKE","GRAND CENTRAL PKWY","-73.739747","40.73737","Bellerose","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.840848 40.662205)","4","Queens","410","32","23","19","5","QN04958","SW","CROSS BAY BLVD","157 AV","-73.840848","40.662205","Howard Beach-Lindenwood","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.849767 40.664497)","4","Queens","410","32","23","10","5","QN04959","SE","84 ST","155 AV","-73.849767","40.664497","Howard Beach-Lindenwood","X","AREA OF MINIMAL FLOOD HAZARD","2"
